"COHORT_DEFINITION_ID","COHORT_OF_INTEREST","T2DM","CENSOR","FULL_NAME","TARGET_COHORT","COMPARATOR_COHORT","OUTCOME_COHORT","NEGATIVE_CONTROL","EXPOSURE_COHORT","FU_STRAT_ITT_PP0DAY","COHORT_DESCRIPTION"
13,"SGLT2i","NARROW",60,"SGLT2i-NARROW-60",1,0,0,0,1,0,"COHORT 13:  This cohort is selected by looking for patient's first exposure to SGLT2i drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 60 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest SGLT2i)."
14,"SGLT2i","NARROW",90,"SGLT2i-NARROW-90",1,0,0,0,1,1,"COHORT 14:  This cohort is selected by looking for patient's first exposure to SGLT2i drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 90 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest SGLT2i)."
15,"SGLT2i","NARROW",120,"SGLT2i-NARROW-120",1,0,0,0,1,0,"COHORT 15:  This cohort is selected by looking for patient's first exposure to SGLT2i drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 120 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest SGLT2i)."
20,"DPP-4i","BROAD",60,"DPP-4i-BROAD-60",0,1,0,0,1,0,"COHORT 20:  This cohort is selected by looking for patient's first exposure to DPP-4i drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the BROAD T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or on the index) The cohort censors at the first occurrence of either (a) a persistence window of 60 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest DPP-4i)."
21,"DPP-4i","BROAD",90,"DPP-4i-BROAD-90",0,1,0,0,1,1,"COHORT 21:  This cohort is selected by looking for patient's first exposure to DPP-4i drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the BROAD T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or on the index) The cohort censors at the first occurrence of either (a) a persistence window of 90 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest DPP-4i)."
22,"DPP-4i","BROAD",120,"DPP-4i-BROAD-120",0,1,0,0,1,0,"COHORT 22:  This cohort is selected by looking for patient's first exposure to DPP-4i drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the BROAD T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or on the index) The cohort censors at the first occurrence of either (a) a persistence window of 120 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest DPP-4i)."
23,"DPP-4i","NARROW",60,"DPP-4i-NARROW-60",0,1,0,0,1,0,"COHORT 23:  This cohort is selected by looking for patient's first exposure to DPP-4i drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 60 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest DPP-4i)."
134438,"Contact dermatitis",NA,0,NA,0,0,0,1,0,0,NA
134681,"Diffuse spasm of esophagus",NA,0,NA,0,0,0,1,0,0,NA
138225,"Disorder of sebaceous gland",NA,0,NA,0,0,0,1,0,0,NA
139057,"Disorder of oral soft tissues",NA,0,NA,0,0,0,1,0,0,NA
139099,"Ingrowing nail",NA,0,NA,0,0,0,1,0,0,NA
140673,"Hypothyroidism",NA,0,NA,0,0,0,1,0,0,NA
201322,"Internal hemorrhoids without complication",NA,0,NA,0,0,0,1,0,0,NA
255573,"Chronic obstructive lung disease",NA,0,NA,0,0,0,1,0,0,NA
255891,"Lupus erythematosus",NA,0,NA,0,0,0,1,0,0,NA
257007,"Allergic rhinitis",NA,0,NA,0,0,0,1,0,0,NA
24,"DPP-4i","NARROW",90,"DPP-4i-NARROW-90",0,1,0,0,1,1,"COHORT 24:  This cohort is selected by looking for patient's first exposure to DPP-4i drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 90 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest DPP-4i)."
25,"DPP-4i","NARROW",120,"DPP-4i-NARROW-120",0,1,0,0,1,0,"COHORT 25:  This cohort is selected by looking for patient's first exposure to DPP-4i drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 120 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest DPP-4i)."
30,"GLP-1a","BROAD",60,"GLP-1a-BROAD-60",0,1,0,0,1,0,"COHORT 30:  This cohort is selected by looking for patient's first exposure to GLP-1a drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the BROAD T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or on the index) The cohort censors at the first occurrence of either (a) a persistence window of 60 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest GLP-1a)."
31,"GLP-1a","BROAD",90,"GLP-1a-BROAD-90",0,1,0,0,1,1,"COHORT 31:  This cohort is selected by looking for patient's first exposure to GLP-1a drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the BROAD T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or on the index) The cohort censors at the first occurrence of either (a) a persistence window of 90 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest GLP-1a)."
32,"GLP-1a","BROAD",120,"GLP-1a-BROAD-120",0,1,0,0,1,0,"COHORT 32:  This cohort is selected by looking for patient's first exposure to GLP-1a drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the BROAD T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or on the index) The cohort censors at the first occurrence of either (a) a persistence window of 120 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest GLP-1a)."
33,"GLP-1a","NARROW",60,"GLP-1a-NARROW-60",0,1,0,0,1,0,"COHORT 33:  This cohort is selected by looking for patient's first exposure to GLP-1a drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 60 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest GLP-1a)."
34,"GLP-1a","NARROW",90,"GLP-1a-NARROW-90",0,1,0,0,1,1,"COHORT 34:  This cohort is selected by looking for patient's first exposure to GLP-1a drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 90 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest GLP-1a)."
35,"GLP-1a","NARROW",120,"GLP-1a-NARROW-120",0,1,0,0,1,0,"COHORT 35:  This cohort is selected by looking for patient's first exposure to GLP-1a drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 120 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest GLP-1a)."
40,"SU","BROAD",60,"SU-BROAD-60",0,1,0,0,1,0,"COHORT 40:  This cohort is selected by looking for patient's first exposure to SU drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the BROAD T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or on the index) The cohort censors at the first occurrence of either (a) a persistence window of 60 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest SU)."
41,"SU","BROAD",90,"SU-BROAD-90",0,1,0,0,1,1,"COHORT 41:  This cohort is selected by looking for patient's first exposure to SU drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the BROAD T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or on the index) The cohort censors at the first occurrence of either (a) a persistence window of 90 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest SU)."
257012,"Chronic sinusitis",NA,0,NA,0,0,0,1,0,0,NA
372328,"Otitis media",NA,0,NA,0,0,0,1,0,0,NA
372409,"Sciatica",NA,0,NA,0,0,0,1,0,0,NA
373478,"Presbyopia",NA,0,NA,0,0,0,1,0,0,NA
374375,"Impacted cerumen",NA,0,NA,0,0,0,1,0,0,NA
376707,"Acute conjunctivitis",NA,0,NA,0,0,0,1,0,0,NA
378161,"Disorder of ear",NA,0,NA,0,0,0,1,0,0,NA
378752,"Corneal opacity",NA,0,NA,0,0,0,1,0,0,NA
380094,"Carpal tunnel syndrome",NA,0,NA,0,0,0,1,0,0,NA
380733,"Otalgia",NA,0,NA,0,0,0,1,0,0,NA
42,"SU","BROAD",120,"SU-BROAD-120",0,1,0,0,1,0,"COHORT 42:  This cohort is selected by looking for patient's first exposure to SU drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the BROAD T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or on the index) The cohort censors at the first occurrence of either (a) a persistence window of 120 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest SU)."
43,"SU","NARROW",60,"SU-NARROW-60",0,1,0,0,1,0,"COHORT 43:  This cohort is selected by looking for patient's first exposure to SU drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 60 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest SU)."
44,"SU","NARROW",90,"SU-NARROW-90",0,1,0,0,1,1,"COHORT 44:  This cohort is selected by looking for patient's first exposure to SU drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 90 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest SU)."
45,"SU","NARROW",120,"SU-NARROW-120",0,1,0,0,1,0,"COHORT 45:  This cohort is selected by looking for patient's first exposure to SU drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 120 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest SU)."
50,"TZDs","BROAD",60,"TZDs-BROAD-60",0,1,0,0,1,0,"COHORT 50:  This cohort is selected by looking for patient's first exposure to TZDs drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the BROAD T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or on the index) The cohort censors at the first occurrence of either (a) a persistence window of 60 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest TZDs)."
51,"TZDs","BROAD",90,"TZDs-BROAD-90",0,1,0,0,1,1,"COHORT 51:  This cohort is selected by looking for patient's first exposure to TZDs drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the BROAD T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or on the index) The cohort censors at the first occurrence of either (a) a persistence window of 90 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest TZDs)."
52,"TZDs","BROAD",120,"TZDs-BROAD-120",0,1,0,0,1,0,"COHORT 52:  This cohort is selected by looking for patient's first exposure to TZDs drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the BROAD T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or on the index) The cohort censors at the first occurrence of either (a) a persistence window of 120 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest TZDs)."
53,"TZDs","NARROW",60,"TZDs-NARROW-60",0,1,0,0,1,0,"COHORT 53:  This cohort is selected by looking for patient's first exposure to TZDs drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 60 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest TZDs)."
54,"TZDs","NARROW",90,"TZDs-NARROW-90",0,1,0,0,1,1,"COHORT 54:  This cohort is selected by looking for patient's first exposure to TZDs drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 90 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest TZDs)."
55,"TZDs","NARROW",120,"TZDs-NARROW-120",0,1,0,0,1,0,"COHORT 55:  This cohort is selected by looking for patient's first exposure to TZDs drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 120 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest TZDs)."
432251,"Disease caused by parasite",NA,0,NA,0,0,0,1,0,0,NA
432597,"Schizoaffective schizophrenia",NA,0,NA,0,0,0,1,0,0,NA
433753,"Alcohol abuse",NA,0,NA,0,0,0,1,0,0,NA
434008,"White blood cell disorder",NA,0,NA,0,0,0,1,0,0,NA
435783,"Schizophrenia",NA,0,NA,0,0,0,1,0,0,NA
436070,"Vitamin D deficiency",NA,0,NA,0,0,0,1,0,0,NA
436073,"Psychotic disorder",NA,0,NA,0,0,0,1,0,0,NA
436665,"Bipolar disorder",NA,0,NA,0,0,0,1,0,0,NA
436962,"Insomnia",NA,0,NA,0,0,0,1,0,0,NA
438688,"Sarcoidosis",NA,0,NA,0,0,0,1,0,0,NA
74,"Metformin","NARROW",90,"Metformin-NARROW-90",0,1,0,0,1,1,"COHORT 74:  This cohort is selected by looking for patient's first exposure to Metformin drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 90 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest Metformin)."
75,"Metformin","NARROW",120,"Metformin-NARROW-120",0,1,0,0,1,0,"COHORT 75:  This cohort is selected by looking for patient's first exposure to Metformin drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 120 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest Metformin)."
80,"Insulinotropic AHAs","BROAD",60,"Insulinotropic AHAs-BROAD-60",0,1,0,0,1,0,"COHORT 80:  This cohort is selected by looking for patient's first exposure to Insulinotropic AHAs drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the BROAD T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or on the index) The cohort censors at the first occurrence of either (a) a persistence window of 60 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest Insulinotropic AHAs)."
81,"Insulinotropic AHAs","BROAD",90,"Insulinotropic AHAs-BROAD-90",0,1,0,0,1,1,"COHORT 81:  This cohort is selected by looking for patient's first exposure to Insulinotropic AHAs drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the BROAD T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or on the index) The cohort censors at the first occurrence of either (a) a persistence window of 90 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest Insulinotropic AHAs)."
82,"Insulinotropic AHAs","BROAD",120,"Insulinotropic AHAs-BROAD-120",0,1,0,0,1,0,"COHORT 82:  This cohort is selected by looking for patient's first exposure to Insulinotropic AHAs drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the BROAD T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or on the index) The cohort censors at the first occurrence of either (a) a persistence window of 120 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest Insulinotropic AHAs)."
83,"Insulinotropic AHAs","NARROW",60,"Insulinotropic AHAs-NARROW-60",0,1,0,0,1,0,"COHORT 83:  This cohort is selected by looking for patient's first exposure to Insulinotropic AHAs drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 60 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest Insulinotropic AHAs)."
84,"Insulinotropic AHAs","NARROW",90,"Insulinotropic AHAs-NARROW-90",0,1,0,0,1,1,"COHORT 84:  This cohort is selected by looking for patient's first exposure to Insulinotropic AHAs drugs.  If that exposure occurs after April 1, 2013, the patient has 365 days of observable time prior to the first exposure, and there is a diagnosis of Type II Diabetes (T2DM) prior to index the patient is kept. This cohort uses the NARROW T2DM definition (patients are excluded if they are already known to have Type I Diabetes (T1DM) and/or secondary diabetes mellitus (SDM) prior to or any time after index, they are excluded if they took insulin monotherapy prior to exposure, and kept only if they were >= 40 years of age at first exposure) The cohort censors at the first occurrence of either (a) a persistence window of 90 or (b) the individual switched to another drug (SGLT2i, SU, DPP-4i, TZDs, Insulin, Repaglinide, Nateglinide, GLP-1a, Metformin excluding concepts from the exposure drug of interest Insulinotropic AHAs)."
